X1,X2,X3,X4,Y1,Y2
21.81604,-50.15118,24.71922,-1.79338,0,0
19.60558,-8.6022,22.00463,-0.74297,0,0
-8.83774,-4.23463,-5.1664,-0.11108,1,0
3.18968,-1.12748,4.25962,-0.04118,0,0
19.96767,-0.29378,20.09427,-0.14548,0,0
23.10556,-18.58302,26.41167,-0.38191,0,0
25.41032,0,25.67736,-0.27048,0,0
26.83164,0,27.08078,-0.39892,0,0
27.16066,0,27.43778,-0.5124,1,0
26.41488,0,26.84985,-0.63444,0,0
29.66954,0,30.25652,-0.88403,0,0
30.76226,0,31.20854,-4.02322,0,0
40.88275,0,41.24987,-0.45,1,0
42.66482,0,43.1699,-0.69811,0,0
30.69323,0,31.0849,-1.53917,0,0
29.8656,0,29.8656,0,0,0
31.02,0,31.02,0,0,0
30.82209,0,30.67485,0,0,0
25.0549,-21.99031,38.3005,0.08869,0,0
34.5089,0,34.36259,0.02412,0,0
28.69365,0,28.61638,-0.12343,0,0
35.25524,0,35.11828,-0.07891,0,0
33.45924,0,33.37913,-0.01091,0,0
35.42176,0,35.42176,-0.04437,0,0
27.86873,0,28.02004,-0.15873,0,0
23.35859,0,23.60646,-0.27368,0,0
25.96179,0,26.45113,-0.59475,1,1
25.48072,0,25.98218,-0.73738,0,0
26.11998,0,26.60689,-0.50554,0,0
25.34525,0,25.79932,-0.47888,0,0
25.93337,0,26.39529,-0.62907,0,0
25.94294,0,26.49943,-0.57632,0,0
26.80126,0,27.49975,-0.71174,1,0
25.20732,0,25.87755,-0.80664,0,0
23.47478,0,24.26585,-0.87316,1,0
23.08753,0,23.85815,-0.87458,1,0
24.70717,0,25.50549,-0.81647,1,0
25.6602,0,25.6602,-0.91332,1,1
25.34,0,25.34,0,1,1
26.06446,0,26.06446,0,1,1
26.54016,0,27.01288,-0.52088,1,1
26.9786,0,26.9786,-0.55212,0,0
27.38316,0,27.7607,-10.2,0,0
27.97412,0,27.97412,0,0,0
28.84221,0,28.84221,-0.25377,0,0
28.03103,0,28.21726,-0.24434,0,0
32.53048,0,32.81267,-0.38271,0,0
27.48577,0,27.85344,-0.47888,0,0
26.50922,0,27.1444,-0.65151,0,0
26.72242,0,27.34311,-0.65052,0,0
24.18027,0,24.67375,-0.63117,0,0
23.60833,0,24.34351,-0.75661,0,0
21.32903,0,21.87592,-0.67882,0,0
21.01032,0,21.46539,-0.55176,0,0
23.66868,0,24.19616,-0.55096,0,0
22.12085,0,22.63465,-0.76009,0,0
21.47923,0,22.06846,-0.67065,0,0
17.22464,0,17.89015,-0.82453,1,0
14.33587,0,14.86815,-0.74268,1,0
15.33138,0,15.94528,-0.85628,0,0
15.8799,0,15.8799,-1.03265,0,0
21.10483,0,21.97504,-1.05523,0,0
21.54088,0,22.34763,-0.91557,0,0
21.39465,0,22.02229,-0.90761,0,0
25.83303,0,26.54442,-1.10856,0,0
23.32258,0,23.69458,-0.39974,0,0
25.80918,0,26.12266,-8.54534,0,0
28.63454,0,28.71206,-0.18867,0,0
25.68023,0,25.64688,0.00519,0,0
43.5647,0,43.52988,-0.00478,0,0
28.42054,0,28.32424,-0.03828,0,0
27.70402,0,27.86564,-0.17382,0,0
27.23998,0,27.63516,-0.69106,0,0
24.26189,0,24.63636,-0.50672,0,0
24.60241,0,25.12501,-0.58449,1,0
23.35611,0,23.80847,-0.52607,0,0
21.87518,0,22.28977,-0.50877,0,0
21.88525,0,22.32961,-0.50729,0,0
24.02216,0,24.54998,-0.55426,0,0
24.14352,0,24.67149,-0.54657,0,0
21.77165,0,22.34135,-0.58994,0,0
-9.41578,0,-9.13798,-0.55513,1,1
0.40095,0,0.41335,-0.45079,1,1
0.40291,0,0.41636,-0.50283,1,1
5.44927,0,5.6236,-0.54265,0,0
14.94329,0,15.4309,-0.56034,0,0
17.1945,0,17.64081,-0.53121,0,0
20.94135,0,21.34694,-0.48582,0,0
15.03055,0,15.2765,-0.32395,0,0
10.31302,0,10.46582,-0.3835,0,0
21.91725,0,22.16327,-0.29056,0,0
21.61637,0,21.75123,-0.19706,0,0
25.38268,0,25.38485,-0.0127,0,0
25.34263,0,25.25172,0.06334,0,0
25.26933,0,25.22406,-0.01011,0,0
23.63253,0,23.66329,-0.07349,0,0
23.03873,0,23.23155,-0.21115,0,0
22.67474,0,22.96641,-0.33311,0,0
22.86005,0,23.24121,-0.41131,0,0
21.40471,0,21.75276,-0.37125,0,0
22.19551,0,22.58855,-0.44693,0,0
21.87027,0,22.2825,-0.47317,1,0
21.38612,0,21.83148,-0.4677,1,0
22.89036,0,23.4797,-0.63907,0,0
17.86028,0,18.38423,-0.69,1,0
-17.25382,0,-16.4369,-0.81691,1,1
-17.24532,0,-16.49638,-0.78273,1,1
-5.16622,0,-4.90619,-0.82288,1,1
19.27486,0,20.04041,-0.90575,0,0
14.21508,0,14.67136,-0.61509,0,0
16.00669,0,16.45763,-0.54507,0,0
18.19825,0,18.5526,-0.46216,0,0
20.4806,0,20.77772,-0.33308,0,0
10.22018,0,10.33699,-0.24254,0,0
20.57982,0,20.72072,-0.20326,0,0
20.82679,0,20.97783,-0.20165,0,0
21.26893,0,21.34578,-0.11064,0,0
26.70282,0,26.60439,0.09844,1,0
27.41145,0,27.41968,-0.06903,0,0
22.49537,0,22.53142,-0.0684,1,0
24.53753,0,24.65835,-0.1633,0,0
16.37862,0,16.51404,-0.26025,0,0
0.00973,0,0.00987,-0.35331,0,0
-5.15409,0,-5.03035,-0.12375,1,1
0,0,0,-0.2729,1,1
0,0,0,-0.25228,1,1
-5.18629,0,-5.03035,-0.42251,1,1
15.18031,0,15.5202,-0.58658,0,0
21.42188,0,21.91272,-0.59542,1,0
16.62469,0,17.29576,-0.80847,0,0
14.46662,0,14.99131,-0.63221,1,0
12.42248,0,12.93065,-0.9144,0,0
18.4399,0,18.4399,-0.75949,0,0
0.40589,0,0.41734,-0.66926,1,1
1.071,0,1.10072,-0.52049,0,0
19.5406,0,19.97403,-0.5506,1,0
20.33973,0,20.7379,-0.40836,0,0
21.39909,0,21.73159,-0.44562,0,0
20.64245,0,20.91858,-0.29044,0,0
21.56307,0,21.68232,-0.11965,0,0
23.37762,0,23.31002,0.02274,0,0
27.41774,0,27.30306,0.11467,0,0
-28.03811,-84.76674,28.48263,-0.00552,1,0
14.53927,-51.05598,27.72718,-0.36935,1,0
20.32776,-91.10102,21.35941,-2.72062,1,0
1.01713,0,1.02585,-0.24828,0,0
19.57457,0,19.93134,-0.42328,0,0
22.8004,0,23.31567,-0.65325,0,0
23.27717,0,24.00203,-0.76023,0,0
23.89407,0,24.59756,-0.72659,0,0
24.08305,0,24.79721,-0.75919,0,0
25.0985,-2.09118,25.89822,-0.73886,0,0
-3.25186,-28.79179,23.2729,-0.76754,1,0
-1.91671,-30.24187,14.57089,-0.82179,1,0
15.97992,-15.36287,19.68703,-1.30651,0,0
23.80758,0,24.89811,-1.25359,0,0
21.20995,0,22.05693,-1.02503,0,0
19.80658,0,20.65983,-0.87392,0,0
19.96363,0,20.59168,-0.83349,0,0
19.91451,0,20.60264,-0.71444,0,0
19.97479,0,20.58196,-0.62377,0,0
20.20229,0,20.57888,-0.41335,0,0
23.33156,0,23.55058,-0.26293,0,0
22.48814,0,22.54902,-0.06162,0,0
24.69834,0,24.59994,0.06026,0,0
35.39472,0,35.16963,0.22509,0,0
27.65141,0,27.45101,0.04694,0,0
26.66512,0,26.83417,-0.16906,0,0
24.54795,0,24.90913,-0.56125,0,0
21.3311,0,21.6978,-0.49984,0,0
21.62208,0,22.07686,-0.48744,0,0
18.88846,0,19.26411,-0.45379,0,0
16.20147,0,16.51357,-0.41338,0,0
16.81982,0,16.81982,-0.51184,0,0
20.96785,0,21.43076,-0.81294,0,0
27.8299,0,28.43558,-0.83188,0,0
23.65547,0,24.35194,-0.73691,1,0
19.29973,0,20.16269,-0.99782,0,0
16.30956,0,17.00861,-0.93862,0,0
18.73484,0,19.61969,-1.11935,0,0
19.06161,0,19.87655,-1.05041,0,0
22.75952,0,23.60701,-0.90383,0,0
20.63755,0,21.19716,-0.73228,0,0
25.54693,0,26.14566,-0.96969,1,0
22.17892,0,22.55789,-0.43319,0,0
23.46731,-105.6553,23.69,-6.68942,0,0
24.55166,-0.32347,24.90588,-0.1431,0,0
24.64551,0,24.62335,0.00517,0,0
21.55782,0,21.4698,0.08803,0,0
24.87879,0,24.78461,0.08752,0,0
25.97881,0,25.92954,-0.0613,0,0
23.95924,0,24.11842,-0.19947,0,0
23.92055,0,24.21843,-0.35402,0,0
22.24023,0,22.57891,-0.36648,0,0
23.70357,0,24.25662,-0.83832,0,0
21.63261,0,22.26265,-0.7491,0,0
22.7906,0,23.54158,-0.84303,0,0
22.2334,0,22.88564,-0.80143,0,0
22.48792,0,23.16909,-0.92287,0,0
22.99841,0,23.69748,-0.91201,0,0
22.46848,0,23.08484,-0.64903,1,0
23.48361,0,24.17253,-1.49854,0,0
21.71456,0,22.66182,-1.12641,0,0
22.54471,0,23.55769,-1.15478,0,0
22.02486,0,22.94735,-1.75865,1,0
28.70587,0,29.7501,-1.79805,0,0
23.54002,0,24.24307,-0.91396,0,0
24.17109,0,24.72999,-1.00574,0,0
31.58847,-29.29434,32.15111,-1.09565,0,0
29.2957,0,29.51708,-0.32851,0,0
22.17784,0,22.34994,-0.22132,1,0
26.57164,0,26.59025,-0.01903,1,0
26.30152,0,26.17848,0.12304,1,0
35.49634,0,35.24609,0.2314,1,0
34.8331,0,34.9169,-0.09263,1,0
25.8988,0,26.10503,-0.24046,1,0
24.60362,0,25.07758,-0.72131,0,0
20.5767,0,20.96241,-0.72584,0,0
20.91762,0,21.32058,-0.55297,0,0
22.23455,0,22.75799,-0.63594,0,0
21.35718,0,21.87339,-0.60234,0,0
21.93496,0,22.52743,-0.63182,0,0
22.21886,0,22.79793,-1.00409,0,0
29.0061,0,29.759,-1.03157,0,0
22.03723,0,22.87681,-1.02698,0,0
11.9134,0,12.39173,-0.87764,0,0
-15.69202,-52.12651,16.89573,-1.03201,1,0
-7.89214,-22.15933,9.98869,-1.11366,1,0
3.60258,-17.57637,16.627,-1.23216,1,0
15.56049,-9.37481,24.37688,-1.26438,0,0
26.7779,0,27.77502,-1.06835,0,0
23.43352,0,24.04671,-0.72216,1,0
21.30192,0,21.6968,-0.50698,1,0
19.17352,0,19.17352,-2.72948,0,0
2.56587,-29,31.00164,-3.33636,0,0
24.0239,0,24.12281,-0.10376,1,0
24.72904,0,24.79848,-0.16859,0,0
35.07792,0,35.06039,-1.17786,0,0
25.11911,0,25.29619,-2.08497,0,0
26.49567,0,26.70665,-0.33955,0,0
22.76107,0,23.19718,-20.3963,0,0
26.18849,0,26.57381,-0.58054,0,0
25.95551,0,26.4717,-0.82302,0,0
23.32226,0,23.73767,-0.45066,0,0
15.98515,0,16.28977,-0.43023,0,0
15.44041,0,15.68191,-0.35401,0,0
21.41531,-0.32171,21.86351,-0.51375,0,0
23.01991,0,23.38233,-0.43631,0,0
25.53118,0,26.07883,-0.66989,0,0
18.91803,0,19.51721,-1.10123,0,0
0,-4.50043,0,-0.63628,1,1
-9.21565,-16.05082,5.76294,-0.36786,1,0
-0.66987,-13.456,9.84943,-0.60097,1,1
15.43562,0,15.95578,-0.58325,0,0
17.07459,-1.00405,17.58763,-0.73457,0,0
20.70659,0,21.15076,-0.5978,0,0
21.07876,0,21.35856,-0.31952,0,0
23.04202,0,23.26302,-0.27326,0,0
22.88512,0,22.93098,-0.08475,0,0
26.14339,0,26.05221,0.04798,0,0
27.13093,0,27.02284,0.05963,0,0
27.93393,0,27.86705,0.06688,0,0
28.25503,0,28.15368,-0.18365,0,0
31.28192,0,31.41071,-4.14504,0,0
25.859,0,26.29551,-8.8,0,0
23.09741,0,23.59286,-0.53935,0,0
24.33063,-0.03512,24.75758,-0.51549,0,0
22.21304,-1.47491,23.21194,-0.51963,0,0
22.37383,0,22.76539,-0.43267,0,0
17.38124,0,17.63161,-0.33738,0,0
5.14515,0,5.24641,-0.45291,0,0
21.09501,0,21.47773,-0.60024,0,0
0.97518,0,0.99681,-0.4671,1,0
5.13803,-3.66451,5.28821,-0.71914,1,0
9.25871,-4.16417,12.74851,-1.10365,0,0
5.04327,0,5.2545,-0.8809,0,0
19.29858,0,20.05256,-0.87906,0,0
17.40156,0,17.96568,-0.75886,0,0
22.63222,0,23.2173,-0.61347,0,0
25.2996,0,25.84229,-0.54946,0,0
25.98152,0,26.39326,-0.63054,0,0
25.74432,0,25.99123,-0.31254,0,0
25.56475,0,25.89884,-0.40457,0,0
25.75261,0,26.09445,-0.36231,0,0
25.53618,0,25.69549,-0.52742,0,0
31.7112,0,31.73341,-0.13347,0,0
27.96377,0,28.1609,-0.22597,0,0
25.84027,0,26.11711,-0.27729,0,0
25.0781,0,25.4445,-0.64725,0,0
18.06108,0,18.25643,-0.41116,0,0
19.9819,0,20.11263,-0.17838,0,0
19.6347,0,19.81902,-0.28034,0,0
21.38239,0,21.64867,-0.42083,0,0
22.84613,0,23.14334,-0.39824,0,0
19.87626,0,20.28603,-0.46164,0,0
19.51278,-0.13776,19.88665,-0.54162,0,0
17.50046,-6.44303,19.2444,-0.6596,0,0
11.97131,-1.46223,13.47938,-0.76407,0,0
-1.11075,-1.89521,0.82255,-0.28256,1,0
-6.2,-19.89577,0,-0.91846,1,1
0.40309,0,0.41954,-0.20191,1,1
-0.94478,-1.38168,0.01026,-0.63535,1,1
0.40193,-1.069,0.44167,-0.54863,1,0
19.5271,0,20.00202,-0.56296,0,0
21.50807,-0.95695,21.84669,-0.34733,0,0
21.76528,0,22.02073,-0.26403,0,0
20.07819,0,20.2238,-0.15098,0,0
25.59156,0,25.72016,-0.1543,0,0
26.19095,0,26.30141,-0.11167,0,0
34.05635,0,33.87681,0.15477,0,0
26.37078,0,26.43952,-0.07213,0,0
27.13643,0,27.28651,-0.21767,0,0
23.19036,0,23.27181,-0.32487,0,0
19.22686,0,19.43874,-0.28704,0,0
13.3705,0,13.5001,-0.24729,1,0
19.28933,0,19.49402,-0.30793,0,0
22.49276,0,22.69932,-0.32805,0,0
24.27241,0,24.64704,-0.38274,0,0
23.58887,0,23.91895,-0.43127,0,0
23.42497,0,23.77204,-0.48151,0,0
23.40112,0,23.74302,-0.45213,0,0
24.97533,0,25.42795,-0.68561,0,0
23.48553,0,24.17948,-0.81395,0,0
22.14,0,22.91688,-0.81116,0,0
25.15806,0,25.75295,-0.62281,0,0
24.71396,0,25.07505,-0.45613,0,0
25.37577,0,25.60623,-0.29501,0,0
28.44125,0,28.55834,-3.47634,0,0
32.87123,-119,33.03974,-3.57356,0,0
26.24,0,26.24,0,0,0
29.81434,0,29.77861,0.01493,0,0
29.67648,0,29.42927,0.19423,0,0
31.17307,0,30.8461,0.29559,0,0
35.33657,0,34.88863,0.1884,0,0
30.94978,0,30.78967,0.16011,0,0
27.27108,0,27.40261,-0.13702,0,0
25.72945,0,26.0525,-0.3327,0,0
24.78747,0,25.11396,-0.40754,0,0
24.95047,0,25.31244,-0.44273,0,0
22.73995,0,23.16385,-0.47921,0,0
23.72123,0,24.19036,-0.55742,0,0
24.21479,0,24.77216,-0.56806,0,0
24.36537,0,24.9594,-0.63856,0,0
23.62358,0,24.16487,-0.62457,0,0
24.41351,0,24.95249,-0.62202,0,0
22.35365,0,23.15241,-0.81099,0,0
22.5597,0,23.29104,-0.97907,0,0
22.08978,0,22.94088,-1.0256,0,0
21.48087,0,22.20474,-0.80197,0,0
24.46947,0,25.06604,-0.68093,0,0
24.89072,0,25.28003,-0.40447,0,0
26.99585,0,26.99585,0,0,0
27.10976,0,27.10976,0,0,0
26.48313,0,26.48313,0,0,0
28.87008,0,28.87008,0,0,0
28.43908,0,28.43908,0,0,0
32.39959,0,32.08834,0.26243,0,0
39.24353,0,38.63693,0.12531,0,0
32.74071,0,32.74958,-0.02956,0,0
28.87166,0,28.89478,-0.02461,0,0
26.40609,0,26.60295,-0.19933,0,0
22.89823,0,23.0922,-0.2128,1,0
19.98174,0,20.18561,-0.24903,1,0
16.25822,0,16.42245,-0.30025,0,0
16.35763,0,16.62868,-0.41622,0,0
18.65825,0,18.97128,-0.45893,0,0
22.08196,0,22.46156,-0.38258,0,0
22.43486,0,22.7742,-0.50475,0,0
22.13525,0,22.54098,-0.55229,1,0
20.87624,0,21.45995,-0.61519,0,0
17.62355,0,18.19487,-0.71732,0,0
21.05956,0,21.89598,-0.90372,0,0
17.82019,0,18.39788,-0.64776,0,0
21.47516,0,21.9179,-0.45266,0,0
21.71265,0,21.92312,-0.21075,0,0
24.88062,0,24.88062,-0.03301,0,0
24.4401,0,24.44988,-0.01001,0,0
25.09045,0,25.04537,0.04508,0,0
25.57732,0,25.48303,0.09429,1,0
26.05758,0,25.80469,0.2374,1,0
29.32118,0,28.91636,0.03211,0,0
40.33418,0,40.0545,0.02419,0,0
28.48112,-2.62422,29.9116,-0.20606,0,0
25.58558,-2.07892,25.71429,0.03831,0,0
24.9551,-3.49067,24.94512,0.00998,1,0
21.48096,0,21.68699,-0.28837,0,0
20.80853,0,21.01235,-0.2495,1,0
19.25454,0,19.54577,-0.37648,1,0
21.84091,0,22.18252,-0.46167,0,0
22.75103,0,23.1492,-0.49112,0,0
22.83058,0,23.26328,-0.46122,0,0
24.56236,0,25.03043,-0.63046,0,0
22.79056,0,23.27942,-0.58908,0,0
17.68863,0,18.11802,-0.76942,0,0
16.02753,0,16.45705,-0.57856,0,0
17.1854,0,17.65683,-0.64593,0,0
14.81728,-24.07549,16.3599,-0.66146,1,0
16.00251,-7.19356,18.13581,-0.61355,1,0
17.51846,0,17.83049,-0.34184,0,0
19.44498,0,19.72107,-0.29223,0,0
19.59513,0,19.80506,-0.22046,0,0
22.51896,0,22.56183,-0.0454,0,0
21.41101,0,21.37467,0.02576,0,0
27.1071,0,26.9776,0.11302,0,0
24.34732,0,24.1997,0.09681,0,0
33.90664,0,33.64087,0.26576,0,0
26.03149,-23.86165,25.84027,0.10266,0,0
24.48682,0,24.45259,-0.06189,0,0
16.5205,0,16.50564,-0.0094,0,0
19.45008,0,19.4832,-0.14818,0,0
21.51883,0,21.74717,-0.27541,0,0
21.98518,0,22.28152,-0.35678,0,0
20.99336,0,21.3109,-0.36891,0,0
21.54498,0,21.94213,-0.42095,0,0
21.47258,0,21.83948,-0.42776,0,0
22.48566,0,22.92818,-0.47837,0,0
21.4927,0,21.88221,-0.53796,0,0
14.89654,0,15.30834,-0.54529,0,0
16.01142,0,16.48792,-0.73289,0,0
20.43009,0,20.9089,-0.71477,0,0
17.08613,0,17.47763,-0.46611,0,0
16.76804,0,17.22095,-0.53561,0,0
16.83819,0,17.21344,-0.44211,0,0
16.85156,0,17.12905,-0.29572,0,0
17.32089,0,17.51708,-0.24903,0,0
23.0384,0,23.09614,-0.13037,0,0
21.99464,0,22.05419,-0.07052,0,0
24.52544,0,24.5328,-0.01672,0,0
27.37342,0,27.22098,0.09318,0,0
27.32074,0,27.1767,0.11493,0,0
24.48238,0,24.5462,-0.16145,0,0
25.43316,0,25.60729,-0.24271,0,0
19.40407,0,19.58227,-0.21679,0,0
20.89226,0,21.17173,-0.36975,0,0
18.05892,0,18.36562,-0.39921,0,0
17.8672,0,18.23184,-0.45432,0,0
17.15632,0,17.47613,-0.34655,0,0
16.9344,0,17.26414,-0.47093,0,0
18.76024,0,19.14115,-0.4009,0,0
19.51064,0,19.85816,-0.6629,0,0
21.18792,0,21.50403,-0.4339,0,0
18.0333,0,18.49949,-0.52639,1,0
17.06975,0,17.57413,-0.65692,0,0
16.8974,0,17.38953,-0.55279,0,0
21.33008,0,21.74763,-0.49991,0,0
20.11663,0,20.38985,-0.29803,0,0
20.56186,0,20.78846,-0.23232,0,0
23.29172,0,23.41347,-0.12388,0,0
20.26916,0,20.37512,-0.23827,0,0
23.29885,-0.13886,23.29885,-0.32902,0,0
24.11019,-0.87086,25.07436,-0.25378,0,0
24.28816,-0.57061,24.52037,-0.21955,0,0
25.14429,-19.72653,25.35218,-0.47044,0,0
26.2842,-20.37671,28.11597,-0.42787,0,0
26.13862,-602.17026,26.5927,-2.67717,0,0
25.23067,-1.5765,25.26604,-0.10648,0,0
19.88369,0,19.96755,-0.14247,0,0
21.25619,0,21.40172,-0.14829,0,0
21.36588,0,21.46893,-0.24297,0,0
21.75191,0,21.97829,-0.25124,0,0
22.80121,0,23.05715,-0.36462,0,0
24.94081,0,25.28724,-0.36189,1,0
22.83094,0,23.18804,-0.4243,0,0
23.1441,0,23.4632,-0.40329,0,0
21.61334,0,21.8825,-0.39994,1,0
22.08728,0,22.54264,-0.50742,0,0
22.62711,0,23.18259,-0.70545,0,0
24.47993,0,25.16441,-0.72416,0,0
24.14801,0,24.66852,-0.54351,0,0
25.92871,0,26.22241,-0.37748,0,0
25.67508,0,25.79373,-0.14678,0,0
24.79499,-160.38801,25.25173,-1.3385,1,0
25.80676,-26.86389,26.60159,-0.51053,0,0
19.38242,-8.9416,23.87959,-0.37882,0,0
21.71848,-736.53707,28.4194,-11.32774,0,0
24.91413,-7.69575,27.46746,-0.27751,0,0
23.64485,-20.38567,27.49989,-0.47215,0,0
27.76194,-41.39762,34.58324,-0.72671,0,0
28.62497,-7.73577,31.18682,-0.61655,0,0
27.60414,-8.15281,27.85765,-0.42305,0,0
24.88527,0,24.96766,-0.31818,0,0
22.7096,0,22.93204,-0.24109,0,0
24.24054,0,24.5449,-0.4573,1,0
21.68883,0,21.99456,-0.41448,0,0
15.25323,0,15.25323,0,0,0
20.32561,0,20.32561,0,0,0
22.2701,0,22.2701,-0.57065,0,0
24.88553,0,24.88553,-0.44377,0,0
23.83072,0,24.06414,-0.34686,0,0
24.58905,0,24.58905,-0.59423,1,0
24.41049,0,24.83162,-0.57623,1,0
25.20099,0,25.54068,-0.47072,0,0
25.34977,0,25.71753,-0.38505,0,0
26.59607,0,26.81325,-0.35608,0,0
28.77825,-592.81024,28.75812,-0.35987,1,0
26.96229,-554.02923,30.47321,-1.6261,1,0
27.42656,-654.26294,28.49713,-2.24778,0,0
30.11277,-1.43083,31.60681,-1.15187,0,0
41.07559,0,41.06738,-3.3,0,0
32.74003,0,32.8188,-0.17174,0,0
35.7996,0,36.02294,-0.23879,0,0
39.38122,0,39.56321,-0.19778,0,0
31.46263,-0.29883,31.83468,-0.16061,0,0
28.97331,-0.19788,28.92414,-0.03218,0,0
26.14991,0,26.27603,-0.18847,0,0
25.39026,0,25.67526,-0.40688,0,0
24.9249,0,25.19703,-0.41237,0,0
21.7466,0,22.11819,-0.4021,0,0
21.66469,0,22.05956,-0.451,0,0
23.3688,0,23.84085,-0.52217,0,0
24.01049,0,24.45558,-0.49116,0,0
24.22629,0,24.62522,-0.55107,0,0
25.48844,0,25.85034,-0.48879,1,0
26.60214,0,27.14227,-0.59774,0,0
25.01902,0,25.56352,-0.66546,0,0
26.09088,0,26.57183,-0.76349,0,0
27.79907,0,28.10215,-0.53001,0,0
27.34101,0,27.47012,-0.13513,0,0
27.9028,0,28.02893,-0.36792,0,0
28.50366,0,28.56937,-0.07069,0,0
33.55916,0,33.53903,-0.11635,0,0
34.4688,0,34.58987,-0.33268,0,0
34.80849,0,34.83636,-0.03047,0,0
37.14235,0,37.53649,-0.45101,0,0
34.78715,0,35.05355,-0.54643,0,0
38.64258,0,39.11192,-3.87159,0,0
38.75642,0,39.2073,-0.64947,0,0
35.26743,-0.09248,35.70662,-0.49988,0,0
27.37961,0,27.45098,-0.07296,0,0
21.31416,0,21.3526,-0.04602,0,0
20.63019,0,20.75472,-0.25243,0,0
21.49768,-0.06219,21.73899,-0.29248,0,0
21.29747,-0.00412,21.5605,-0.28246,0,0
20.1088,0,20.33452,-0.38845,1,0
21.73992,0,21.98839,-0.30189,0,0
23.00539,0,23.29659,-0.39398,0,0
22.85328,0,22.94046,-0.23513,0,0
22.8573,0,23.16305,-0.43506,0,0
21.5073,0,22.02263,-0.5843,0,0
22.04155,0,22.42045,-0.49709,1,0
24.4756,0,24.65062,-0.18592,0,0
27.0575,0,27.10086,-0.49495,0,0
24.13093,-0.68894,24.37222,-0.56743,0,0
26.55367,-1.14629,28.17749,-0.67606,0,0
26.83844,-5.19078,28.76422,-1.02289,0,0
23.04712,-799.28968,26.34608,-29.07027,1,0
22.15372,-142,31.10738,-4.33003,0,0
26.76596,-139,29.6527,-2.50544,0,0
28.9454,-488.92076,31.63843,-11.18214,0,0
34.16473,-11.94637,35.11056,-1.07812,0,0
31.17418,-0.46175,32.32445,-0.98558,0,0
32.6314,-0.30897,33.67103,-0.99617,0,0
29.02751,0,29.14116,-0.6541,0,0
29.06626,0,29.16368,-0.29433,0,0
30.45615,0,30.56925,-0.16976,0,0
27.02321,0,27.10181,-0.1083,0,0
23.55785,0,23.767,-0.32555,0,0
25.91419,0,26.21037,-0.33857,0,0
24.26704,0,24.54936,-0.54769,0,0
27.50941,-0.16116,27.81256,-0.3439,0,0
25.63441,-1.08339,26.39293,-0.35904,0,0
25.76864,-0.30588,26.10276,-0.4132,1,0
24.9469,0,25.41453,-0.49329,0,0
26.13316,0,26.46128,-0.41715,0,0
14.15803,-40.38796,29.47509,-0.24817,1,0
28.87429,-56.89465,34.03732,-0.57702,1,0
31.65952,-69.34432,31.9406,-1.29723,1,0
33.11512,-69.9187,36.51145,-0.92404,1,0
31.16567,-8.78467,31.85063,-0.30538,0,0
24.36781,-60.7058,32.82563,-0.67274,0,0
30.10107,0,30.34077,-0.41031,0,0
31.31504,-2.31082,31.68255,-0.4358,0,0
34.94176,-0.70713,35.34827,-0.45358,0,0
37.18892,-0.25557,37.62131,-0.52165,0,0
40.49945,-0.00898,40.51565,-0.15622,0,0
30.87067,0,30.73238,-0.04691,0,0
